county,ctv,jurisdiction,Total Votes Cast,DEM,REP
WAUKESHA,V,North Prairie,1530,437,1072
WAUKESHA,V,Oconomowoc Lake,443,111,323
WAUKESHA,V,Pewaukee,5149,2086,2990
WAUKESHA,V,Summit,3592,1269,2268
WAUKESHA,V,Sussex,7309,2781,4422
WAUKESHA,V,Vernon,5472,1464,3935
WAUKESHA,V,Wales,1987,720,1228
WAUKESHA,V,Waukesha,6102,2082,3938
WAUPACA,C,Clintonville,1936,718,1177
WAUPACA,C,Manawa,610,170,433
WAUPACA,C,Marion,625,159,458
WAUPACA,C,New London,2749,997,1701
WAUPACA,C,Waupaca,3030,1409,1557
WAUPACA,C,Weyauwega,862,274,567
WAUPACA,T,Bear Creek,427,73,349
WAUPACA,T,Caledonia,1098,318,765
WAUPACA,T,Dayton,1742,648,1068
WAUPACA,T,Dupont,362,88,268
WAUPACA,T,Farmington,2283,918,1323
WAUPACA,T,Fremont,449,120,319
WAUPACA,T,Harrison,291,83,205
WAUPACA,T,Helvetia,456,121,323
WAUPACA,T,Iola,635,199,431
WAUPACA,T,Larrabee,767,214,542
WAUPACA,T,Lebanon,985,291,683
WAUPACA,T,Lind,953,250,687
WAUPACA,T,Little Wolf,857,190,657
WAUPACA,T,Matteson,608,142,460
WAUPACA,T,Mukwa,1886,617,1243
WAUPACA,T,Royalton,887,225,652
WAUPACA,T,Saint Lawrence,451,134,312
WAUPACA,T,Scandinavia,724,282,435
WAUPACA,T,Union,452,104,343
WAUPACA,T,Waupaca,719,230,477
WAUPACA,T,Weyauwega,334,79,251
WAUPACA,T,Wyoming,192,49,141
WAUPACA,V,Big Falls,42,11,30
WAUPACA,V,Embarrass,188,51,132
WAUPACA,V,Fremont,489,129,347
WAUPACA,V,Iola,728,300,417
WAUPACA,V,Ogdensburg,101,26,75
WAUPACA,V,Scandinavia,212,84,124
WAUSHARA,C,Berlin,63,19,42
WAUSHARA,C,Wautoma,840,341,485
WAUSHARA,T,Aurora,609,159,438
WAUSHARA,T,Bloomfield,676,165,503
WAUSHARA,T,Coloma,424,138,282
WAUSHARA,T,Dakota,623,197,424
WAUSHARA,T,Deerfield,454,169,279
WAUSHARA,T,Hancock,333,101,226
WAUSHARA,T,Leon,939,287,641
WAUSHARA,T,Marion,1335,436,887
WAUSHARA,T,Mount Morris,767,248,514
WAUSHARA,T,Oasis,247,66,180
WAUSHARA,T,Plainfield,301,73,221
WAUSHARA,T,Poy Sippi,556,118,427
WAUSHARA,T,Richford,264,61,201
WAUSHARA,T,Rose,411,167,243
WAUSHARA,T,Saxeville,660,217,433
WAUSHARA,T,Springwater,903,340,553
WAUSHARA,T,Warren,376,119,257
WAUSHARA,T,Wautoma,840,282,546
WAUSHARA,V,Coloma,262,73,183
WAUSHARA,V,Hancock,221,79,141
WAUSHARA,V,Lohrville,215,64,149
WAUSHARA,V,Plainfield,390,151,232
WAUSHARA,V,Redgranite,458,142,312
WAUSHARA,V,Wild Rose,401,176,217
WINNEBAGO,C,Appleton,477,299,166
WINNEBAGO,C,Menasha,7571,3831,3538
WINNEBAGO,C,Neenah,15202,7881,6955
WINNEBAGO,C,Omro,1989,752,1186
WINNEBAGO,C,Oshkosh,32062,17012,14248
WINNEBAGO,T,Algoma,4589,2034,2467
WINNEBAGO,T,Black Wolf,1712,652,1032
WINNEBAGO,T,Clayton,2919,1001,1862
WINNEBAGO,T,Neenah,2407,1080,1291
WINNEBAGO,T,Nekimi,906,262,625
WINNEBAGO,T,Nepeuskun,476,139,325
WINNEBAGO,T,Omro,1590,527,1044
WINNEBAGO,T,Oshkosh,1761,714,1015
WINNEBAGO,T,Poygan,866,236,613
WINNEBAGO,T,Rushford,1039,274,747
WINNEBAGO,T,Utica,877,270,596
WINNEBAGO,T,Vinland,1310,495,791
WINNEBAGO,T,Winchester,1224,379,821
WINNEBAGO,T,Winneconne,1815,602,1193
WINNEBAGO,T,Wolf River,853,224,615
WINNEBAGO,V,Fox Crossing,10781,4865,5622
WINNEBAGO,V,Winneconne,1606,531,1044
WOOD,C,Marshfield,9643,4458,5021
WOOD,C,Nekoosa,1207,429,753
WOOD,C,Pittsville,446,137,305
WOOD,C,Wisconsin Rapids,8927,4059,4715
WOOD,T,Arpin,523,152,362
WOOD,T,Auburndale,484,110,372
WOOD,T,Cameron,316,102,210
WOOD,T,Cary,259,75,182
WOOD,T,Cranmoor,105,43,62
WOOD,T,Dexter,233,75,158
WOOD,T,Grand Rapids,4973,1990,2908
WOOD,T,Hansen,454,119,324
WOOD,T,Hiles,94,21,73
WOOD,T,Lincoln,1035,341,687
WOOD,T,Marshfield,514,161,351
WOOD,T,Milladore,388,115,270
WOOD,T,Port Edwards,785,283,489
WOOD,T,Remington,156,48,103
WOOD,T,Richfield,939,273,644
WOOD,T,Rock,549,143,397
WOOD,T,Rudolph,648,210,426
WOOD,T,Saratoga,3074,993,2045
WOOD,T,Seneca,661,256,398
WOOD,T,Sherry,456,129,323
WOOD,T,Sigel,637,214,416
WOOD,T,Wood,495,151,333
WOOD,V,Arpin,145,42,102
WOOD,V,Auburndale,382,134,248
WOOD,V,Biron,480,198,273
WOOD,V,Hewitt,522,200,319
WOOD,V,Milladore,151,58,93
WOOD,V,Port Edwards,1044,447,577
WOOD,V,Rudolph,270,103,164
WOOD,V,Vesper,303,96,205
